order_id,payment_method,payment_status
ORD018124,Credit Card,Paid
ORD018125,UPI,Paid
ORD018126,Credit Card,Paid
ORD018127,Debit Card,Paid
ORD018128,Debit Card,Paid
ORD018129,Cash on Delivery,Paid
ORD018130,UPI,Paid
ORD018131,Credit Card,Paid
ORD018132,Wallet,Paid
ORD018133,Debit Card,Refunded
ORD018134,Credit Card,Failed
ORD018135,Cash on Delivery,Failed
ORD018136,Credit Card,Paid
ORD018137,Credit Card,Paid
ORD018138,Credit Card,Paid
ORD018139,Wallet,Refunded
ORD018140,Net Banking,Paid
ORD018141,Cash on Delivery,Refunded
ORD018142,UPI,Paid
ORD018143,Cash on Delivery,Refunded
ORD018144,Credit Card,Paid
ORD018145,Debit Card,Paid
ORD018146,UPI,Paid
ORD018147,Credit Card,Paid
ORD018148,Credit Card,Paid
ORD018149,UPI,Paid
ORD018150,UPI,Failed
ORD018151,Credit Card,Paid
ORD018152,UPI,Paid
ORD018153,Net Banking,Paid
ORD018154,Debit Card,Refunded
ORD018155,Cash on Delivery,Paid
ORD018156,Wallet,Paid
ORD018157,Wallet,Refunded
ORD018158,Cash on Delivery,Paid
ORD018159,Credit Card,Refunded
ORD018160,Net Banking,Refunded
ORD018161,UPI,Paid
ORD018162,Credit Card,Paid
ORD018163,UPI,Paid
ORD018164,Credit Card,Paid
ORD018165,Credit Card,Paid
ORD018166,Credit Card,Failed
ORD018167,UPI,Paid
ORD018168,Debit Card,Paid
ORD018169,Wallet,Paid
ORD018170,Credit Card,Paid
ORD018171,Debit Card,Paid
ORD018172,Credit Card,Paid
ORD018173,Wallet,Paid
ORD018174,UPI,Failed
ORD018175,Cash on Delivery,Paid
ORD018176,UPI,Paid
ORD018177,Net Banking,Paid
ORD018178,Credit Card,Paid
ORD018179,Net Banking,Paid
ORD018180,Debit Card,Refunded
ORD018181,UPI,Paid
ORD018182,Credit Card,Paid
ORD018183,Debit Card,Paid
ORD018184,Debit Card,Paid
ORD018185,Credit Card,Paid
ORD018186,Net Banking,Paid
ORD018187,UPI,Paid
ORD018188,UPI,Paid
ORD018189,Debit Card,Paid
ORD018190,Debit Card,Paid
ORD018191,UPI,Paid
ORD018192,UPI,Paid
ORD018193,UPI,Paid
ORD018194,UPI,Paid
ORD018195,Credit Card,Paid
ORD018196,Credit Card,Paid
ORD018197,UPI,Paid
ORD018198,Cash on Delivery,Paid
ORD018199,Net Banking,Paid
ORD018200,UPI,Paid
ORD018201,UPI,Failed
ORD018202,UPI,Paid
ORD018203,Wallet,Failed
ORD018204,Cash on Delivery,Paid
ORD018205,UPI,Paid
ORD018206,Net Banking,Refunded
ORD018207,Credit Card,Paid
ORD018208,UPI,Paid
ORD018209,UPI,Paid
ORD018210,Wallet,Paid
ORD018211,Cash on Delivery,Failed
ORD018212,UPI,Paid
ORD018213,Cash on Delivery,Paid
ORD018214,UPI,Paid
ORD018215,Net Banking,Paid
ORD018216,Cash on Delivery,Paid
ORD018217,Debit Card,Paid
ORD018218,UPI,Paid
ORD018219,Cash on Delivery,Paid
ORD018220,Wallet,Paid
ORD018221,Cash on Delivery,Paid
ORD018222,UPI,Paid
ORD018223,UPI,Paid
ORD018224,Cash on Delivery,Paid
ORD018225,Cash on Delivery,Refunded
ORD018226,UPI,Refunded
ORD018227,UPI,Paid
ORD018228,Cash on Delivery,Paid
ORD018229,Net Banking,Paid
ORD018230,UPI,Paid
ORD018231,Wallet,Paid
ORD018232,Credit Card,Failed
ORD018233,UPI,Paid
ORD018234,UPI,Refunded
ORD018235,Credit Card,Paid
ORD018236,Net Banking,Paid
ORD018237,UPI,Refunded
ORD018238,Wallet,Paid
ORD018239,Credit Card,Paid
ORD018240,UPI,Failed
ORD018241,Credit Card,Refunded
ORD018242,Net Banking,Refunded
ORD018243,Credit Card,Paid
ORD018244,Cash on Delivery,Paid
ORD018245,UPI,Refunded
ORD018246,Credit Card,Paid
ORD018247,Debit Card,Paid
ORD018248,UPI,Paid
ORD018249,Wallet,Paid
ORD018250,Cash on Delivery,Paid
ORD018251,Credit Card,Paid
ORD018252,Credit Card,Paid
ORD018253,Debit Card,Paid
ORD018254,UPI,Refunded
ORD018255,Credit Card,Refunded
ORD018256,UPI,Paid
ORD018257,UPI,Paid
ORD018258,Credit Card,Paid
ORD018259,Cash on Delivery,Refunded
ORD018260,Credit Card,Paid
ORD018261,Debit Card,Paid
ORD018262,UPI,Paid
ORD018263,Net Banking,Paid
ORD018264,UPI,Paid
ORD018265,UPI,Paid
ORD018266,UPI,Paid
ORD018267,Cash on Delivery,Paid
ORD018268,Debit Card,Paid
ORD018269,UPI,Paid
ORD018270,UPI,Refunded
ORD018271,UPI,Paid
ORD018272,Credit Card,Paid
ORD018273,Debit Card,Paid
ORD018274,UPI,Paid
ORD018275,UPI,Paid
ORD018276,Net Banking,Paid
ORD018277,Net Banking,Paid
ORD018278,Debit Card,Paid
ORD018279,Credit Card,Paid
ORD018280,Cash on Delivery,Failed
ORD018281,Credit Card,Paid
ORD018282,UPI,Paid
ORD018283,Cash on Delivery,Paid
ORD018284,UPI,Paid
ORD018285,Cash on Delivery,Paid
ORD018286,UPI,Paid
ORD018287,UPI,Refunded
ORD018288,UPI,Paid
ORD018289,UPI,Paid
ORD018290,Credit Card,Paid
ORD018291,Credit Card,Paid
ORD018292,Credit Card,Paid
ORD018293,UPI,Paid
ORD018294,UPI,Paid
ORD018295,Debit Card,Paid
ORD018296,Net Banking,Refunded
ORD018297,Credit Card,Paid
ORD018298,Debit Card,Paid
ORD018299,Cash on Delivery,Paid
ORD018300,Credit Card,Paid
ORD018301,UPI,Paid
ORD018302,UPI,Paid
ORD018303,Debit Card,Paid
ORD018304,Cash on Delivery,Paid
ORD018305,UPI,Paid
ORD018306,Debit Card,Paid
ORD018307,UPI,Paid
ORD018308,Cash on Delivery,Refunded
ORD018309,Credit Card,Refunded
ORD018310,Net Banking,Refunded
ORD018311,Net Banking,Paid
ORD018312,UPI,Failed
ORD018313,Debit Card,Refunded
ORD018314,Credit Card,Paid
ORD018315,Debit Card,Paid
ORD018316,Debit Card,Paid
ORD018317,Wallet,Paid
ORD018318,UPI,Paid
ORD018319,Debit Card,Paid
ORD018320,Wallet,Paid
ORD018321,Debit Card,Failed
ORD018322,Credit Card,Paid
ORD018323,Credit Card,Paid
ORD018324,Debit Card,Failed
ORD018325,Debit Card,Paid
ORD018326,UPI,Paid
ORD018327,UPI,Paid
ORD018328,Debit Card,Paid
ORD018329,Debit Card,Paid
ORD018330,Net Banking,Paid
ORD018331,UPI,Paid
ORD018332,UPI,Refunded
ORD018333,Credit Card,Paid
ORD018334,UPI,Failed
ORD018335,UPI,Refunded
ORD018336,UPI,Paid
ORD018337,Wallet,Paid
ORD018338,Credit Card,Paid
ORD018339,UPI,Paid
ORD018340,Debit Card,Paid
ORD018341,Credit Card,Paid
ORD018342,UPI,Paid
ORD018343,Debit Card,Paid
ORD018344,UPI,Paid
ORD018345,Cash on Delivery,Failed
ORD018346,Cash on Delivery,Paid
ORD018347,UPI,Paid
ORD018348,Credit Card,Paid
ORD018349,Credit Card,Paid
ORD018350,Wallet,Paid
ORD018351,Net Banking,Paid
ORD018352,Wallet,Refunded
ORD018353,Cash on Delivery,Paid
ORD018354,Net Banking,Paid
ORD018355,UPI,Paid
ORD018356,UPI,Paid
ORD018357,UPI,Paid
ORD018358,Credit Card,Paid
ORD018359,Cash on Delivery,Paid
ORD018360,Debit Card,Paid
ORD018361,Cash on Delivery,Paid
ORD018362,UPI,Paid
ORD018363,UPI,Paid
ORD018364,Credit Card,Paid
ORD018365,Credit Card,Refunded
ORD018366,UPI,Paid
ORD018367,Credit Card,Paid
ORD018368,UPI,Paid
ORD018369,Credit Card,Paid
ORD018370,Wallet,Paid
ORD018371,Debit Card,Paid
ORD018372,Credit Card,Paid
ORD018373,UPI,Paid
ORD018374,Cash on Delivery,Refunded
ORD018375,Cash on Delivery,Paid
ORD018376,Credit Card,Paid
ORD018377,UPI,Paid
ORD018378,Net Banking,Paid
ORD018379,Cash on Delivery,Paid
ORD018380,Net Banking,Paid
ORD018381,Net Banking,Paid
ORD018382,Credit Card,Paid
ORD018383,Credit Card,Paid
ORD018384,UPI,Paid
ORD018385,UPI,Paid
ORD018386,UPI,Paid
ORD018387,Credit Card,Paid
ORD018388,UPI,Paid
ORD018389,UPI,Refunded
ORD018390,Debit Card,Paid
ORD018391,Credit Card,Paid
ORD018392,Wallet,Paid
ORD018393,Credit Card,Paid
ORD018394,UPI,Paid
ORD018395,UPI,Paid
ORD018396,Net Banking,Paid
ORD018397,UPI,Paid
ORD018398,Credit Card,Paid
ORD018399,Net Banking,Paid
ORD018400,Cash on Delivery,Paid
ORD018401,Net Banking,Paid
ORD018402,Net Banking,Paid
ORD018403,Cash on Delivery,Paid
ORD018404,UPI,Paid
ORD018405,UPI,Paid
ORD018406,Cash on Delivery,Paid
ORD018407,UPI,Paid
ORD018408,Debit Card,Paid
ORD018409,Debit Card,Paid
ORD018410,Credit Card,Paid
ORD018411,UPI,Paid
ORD018412,Debit Card,Paid
ORD018413,Cash on Delivery,Refunded
ORD018414,Credit Card,Paid
ORD018415,Wallet,Paid
ORD018416,UPI,Paid
ORD018417,Net Banking,Refunded
ORD018418,Credit Card,Refunded
ORD018419,Credit Card,Paid
ORD018420,Credit Card,Paid
ORD018421,Debit Card,Paid
ORD018422,UPI,Paid
ORD018423,Debit Card,Refunded
ORD018424,UPI,Paid
ORD018425,Wallet,Failed
ORD018426,Cash on Delivery,Paid
ORD018427,UPI,Paid
ORD018428,Wallet,Paid
ORD018429,Cash on Delivery,Failed
ORD018430,UPI,Paid
ORD018431,Wallet,Failed
ORD018432,UPI,Paid
ORD018433,UPI,Paid
ORD018434,UPI,Paid
ORD018435,UPI,Failed
ORD018436,Net Banking,Paid
ORD018437,Cash on Delivery,Paid
ORD018438,UPI,Paid
ORD018439,Cash on Delivery,Paid
ORD018440,Wallet,Paid
ORD018441,UPI,Failed
ORD018442,Cash on Delivery,Paid
ORD018443,Debit Card,Failed
ORD018444,Credit Card,Paid
ORD018445,UPI,Paid
ORD018446,Debit Card,Paid
ORD018447,UPI,Failed
ORD018448,UPI,Paid
ORD018449,Credit Card,Paid
ORD018450,UPI,Paid
ORD018451,Credit Card,Paid
ORD018452,Credit Card,Failed
ORD018453,UPI,Paid
ORD018454,Credit Card,Paid
ORD018455,UPI,Paid
ORD018456,Credit Card,Paid
ORD018457,Cash on Delivery,Paid
ORD018458,Cash on Delivery,Paid
ORD018459,UPI,Paid
ORD018460,UPI,Paid
ORD018461,Debit Card,Failed
ORD018462,UPI,Paid
ORD018463,Cash on Delivery,Paid
ORD018464,Credit Card,Paid
ORD018465,UPI,Paid
ORD018466,Cash on Delivery,Paid
ORD018467,UPI,Paid
ORD018468,UPI,Paid
ORD018469,Wallet,Paid
ORD018470,Wallet,Paid
ORD018471,Credit Card,Paid
ORD018472,Wallet,Failed
ORD018473,Net Banking,Failed
ORD018474,Cash on Delivery,Refunded
ORD018475,Cash on Delivery,Paid
ORD018476,Credit Card,Paid
ORD018477,Cash on Delivery,Paid
ORD018478,Debit Card,Paid
ORD018479,Cash on Delivery,Paid
ORD018480,UPI,Paid
ORD018481,Wallet,Paid
ORD018482,Cash on Delivery,Paid
ORD018483,Cash on Delivery,Paid
ORD018484,Wallet,Paid
ORD018485,UPI,Paid
ORD018486,UPI,Paid
ORD018487,Cash on Delivery,Paid
ORD018488,UPI,Paid
ORD018489,Cash on Delivery,Paid
ORD018490,UPI,Paid
ORD018491,Net Banking,Paid
ORD018492,Debit Card,Paid
ORD018493,UPI,Paid
ORD018494,Cash on Delivery,Paid
ORD018495,UPI,Paid
ORD018496,Credit Card,Paid
ORD018497,Cash on Delivery,Paid
ORD018498,Cash on Delivery,Paid
ORD018499,UPI,Paid
ORD018500,Cash on Delivery,Paid
ORD018501,UPI,Paid
ORD018502,UPI,Paid
ORD018503,UPI,Failed
ORD018504,UPI,Paid
ORD018505,Credit Card,Paid
ORD018506,Credit Card,Paid
ORD018507,Cash on Delivery,Paid
ORD018508,Cash on Delivery,Paid
ORD018509,Net Banking,Paid
ORD018510,Cash on Delivery,Paid
ORD018511,UPI,Paid
ORD018512,UPI,Paid
ORD018513,Net Banking,Failed
ORD018514,UPI,Paid
ORD018515,Credit Card,Paid
ORD018516,Cash on Delivery,Paid
ORD018517,Debit Card,Refunded
ORD018518,Credit Card,Paid
ORD018519,UPI,Paid
ORD018520,Net Banking,Paid
ORD018521,Credit Card,Paid
ORD018522,UPI,Refunded
ORD018523,Wallet,Refunded
ORD018524,Net Banking,Paid
ORD018525,Credit Card,Refunded
ORD018526,Credit Card,Paid
ORD018527,UPI,Paid
ORD018528,Cash on Delivery,Paid
ORD018529,Wallet,Paid
ORD018530,Cash on Delivery,Paid
ORD018531,Debit Card,Paid
ORD018532,Net Banking,Paid
ORD018533,Wallet,Paid
ORD018534,Net Banking,Paid
ORD018535,Cash on Delivery,Paid
ORD018536,Credit Card,Paid
ORD018537,Credit Card,Paid
ORD018538,Debit Card,Paid
ORD018539,Cash on Delivery,Refunded
ORD018540,UPI,Paid
ORD018541,Debit Card,Paid
ORD018542,Cash on Delivery,Paid
ORD018543,UPI,Paid
ORD018544,UPI,Paid
ORD018545,UPI,Paid
ORD018546,Cash on Delivery,Paid
ORD018547,Cash on Delivery,Paid
ORD018548,Cash on Delivery,Paid
ORD018549,UPI,Paid
ORD018550,UPI,Paid
ORD018551,Credit Card,Paid
ORD018552,Cash on Delivery,Paid
ORD018553,Wallet,Paid
ORD018554,UPI,Paid
ORD018555,Debit Card,Paid
ORD018556,Debit Card,Paid
ORD018557,UPI,Refunded
ORD018558,Debit Card,Paid
ORD018559,Cash on Delivery,Paid
ORD018560,Debit Card,Paid
ORD018561,Credit Card,Paid
ORD018562,Debit Card,Paid
ORD018563,UPI,Paid
ORD018564,Wallet,Paid
ORD018565,UPI,Paid
ORD018566,Debit Card,Paid
ORD018567,Cash on Delivery,Paid
ORD018568,UPI,Paid
ORD018569,Credit Card,Paid
ORD018570,UPI,Paid
ORD018571,Credit Card,Paid
ORD018572,Wallet,Paid
ORD018573,UPI,Paid
ORD018574,Credit Card,Paid
ORD018575,Cash on Delivery,Paid
ORD018576,UPI,Paid
ORD018577,Cash on Delivery,Paid
ORD018578,UPI,Paid
ORD018579,UPI,Paid
ORD018580,UPI,Paid
ORD018581,Cash on Delivery,Refunded
ORD018582,Net Banking,Paid
ORD018583,UPI,Paid
ORD018584,Debit Card,Failed
ORD018585,Wallet,Paid
ORD018586,Wallet,Paid
ORD018587,UPI,Paid
ORD018588,Debit Card,Paid
ORD018589,Credit Card,Paid
ORD018590,UPI,Paid
ORD018591,Debit Card,Paid
ORD018592,Wallet,Paid
ORD018593,Credit Card,Refunded
ORD018594,Cash on Delivery,Paid
ORD018595,Debit Card,Paid
ORD018596,UPI,Refunded
ORD018597,UPI,Paid
ORD018598,Credit Card,Paid
ORD018599,Cash on Delivery,Paid
ORD018600,Credit Card,Paid
ORD018601,Wallet,Failed
ORD018602,Cash on Delivery,Paid
ORD018603,Credit Card,Paid
ORD018604,Wallet,Paid
ORD018605,Cash on Delivery,Paid
ORD018606,UPI,Failed
ORD018607,Cash on Delivery,Failed
ORD018608,UPI,Refunded
ORD018609,Cash on Delivery,Paid
ORD018610,Credit Card,Refunded
ORD018611,Debit Card,Refunded
ORD018612,UPI,Paid
ORD018613,Cash on Delivery,Failed
ORD018614,Net Banking,Refunded
ORD018615,UPI,Paid
ORD018616,Cash on Delivery,Paid
ORD018617,Credit Card,Paid
ORD018618,UPI,Paid
ORD018619,Cash on Delivery,Paid
ORD018620,UPI,Paid
ORD018621,Debit Card,Paid
ORD018622,Wallet,Paid
ORD018623,Cash on Delivery,Refunded
ORD018624,Credit Card,Paid
ORD018625,Net Banking,Paid
ORD018626,Cash on Delivery,Paid
ORD018627,UPI,Paid
ORD018628,UPI,Paid
ORD018629,Cash on Delivery,Paid
ORD018630,Credit Card,Refunded
ORD018631,UPI,Failed
ORD018632,Credit Card,Refunded
ORD018633,Cash on Delivery,Paid
ORD018634,Wallet,Paid
ORD018635,Cash on Delivery,Refunded
ORD018636,Debit Card,Paid
ORD018637,Debit Card,Failed
ORD018638,Credit Card,Paid
ORD018639,Cash on Delivery,Paid
ORD018640,Credit Card,Paid
ORD018641,Cash on Delivery,Failed
ORD018642,Wallet,Paid
ORD018643,Credit Card,Refunded
ORD018644,UPI,Paid
ORD018645,UPI,Paid
ORD018646,UPI,Paid
ORD018647,UPI,Paid
ORD018648,Debit Card,Paid
ORD018649,UPI,Paid
ORD018650,UPI,Paid
ORD018651,UPI,Paid
ORD018652,Net Banking,Failed
ORD018653,Credit Card,Paid
ORD018654,Net Banking,Paid
ORD018655,Debit Card,Paid
ORD018656,UPI,Refunded
ORD018657,UPI,Paid
ORD018658,UPI,Paid
ORD018659,UPI,Paid
ORD018660,Credit Card,Paid
ORD018661,UPI,Paid
ORD018662,Net Banking,Paid
ORD018663,Wallet,Failed
ORD018664,UPI,Refunded
ORD018665,UPI,Refunded
ORD018666,UPI,Paid
ORD018667,Wallet,Paid
ORD018668,Debit Card,Paid
ORD018669,Wallet,Paid
ORD018670,UPI,Paid
ORD018671,Credit Card,Paid
ORD018672,Wallet,Paid
ORD018673,UPI,Paid
ORD018674,Credit Card,Paid
ORD018675,UPI,Refunded
ORD018676,UPI,Paid
ORD018677,Credit Card,Paid
ORD018678,Credit Card,Paid
ORD018679,UPI,Paid
ORD018680,Net Banking,Paid
ORD018681,UPI,Paid
ORD018682,Wallet,Paid
ORD018683,Debit Card,Paid
ORD018684,UPI,Paid
ORD018685,Credit Card,Paid
ORD018686,Cash on Delivery,Paid
ORD018687,Debit Card,Paid
ORD018688,Cash on Delivery,Refunded
ORD018689,UPI,Paid
ORD018690,Debit Card,Paid
ORD018691,Debit Card,Paid
ORD018692,Credit Card,Paid
ORD018693,Net Banking,Paid
ORD018694,UPI,Paid
ORD018695,Debit Card,Paid
ORD018696,Credit Card,Failed
ORD018697,Credit Card,Paid
ORD018698,Credit Card,Paid
ORD018699,Debit Card,Failed
ORD018700,Cash on Delivery,Paid
ORD018701,UPI,Paid
ORD018702,UPI,Paid
ORD018703,UPI,Paid
ORD018704,Debit Card,Paid
ORD018705,Wallet,Failed
ORD018706,UPI,Paid
ORD018707,Net Banking,Refunded
ORD018708,Credit Card,Paid
ORD018709,Debit Card,Paid
ORD018710,UPI,Paid
ORD018711,Credit Card,Refunded
ORD018712,UPI,Refunded
ORD018713,Credit Card,Paid
ORD018714,Credit Card,Paid
ORD018715,Debit Card,Refunded
ORD018716,Credit Card,Paid
ORD018717,Credit Card,Paid
ORD018718,Debit Card,Paid
ORD018719,Credit Card,Paid
ORD018720,UPI,Failed
ORD018721,Cash on Delivery,Failed
ORD018722,UPI,Paid
ORD018723,UPI,Failed
ORD018724,Credit Card,Paid
ORD018725,Debit Card,Failed
ORD018726,Credit Card,Paid
ORD018727,UPI,Paid
ORD018728,Debit Card,Refunded
ORD018729,Debit Card,Paid
ORD018730,UPI,Paid
ORD018731,UPI,Paid
ORD018732,Credit Card,Paid
ORD018733,UPI,Paid
ORD018734,Wallet,Paid
ORD018735,UPI,Paid
ORD018736,Credit Card,Paid
ORD018737,UPI,Paid
ORD018738,Cash on Delivery,Refunded
ORD018739,Credit Card,Paid
ORD018740,Wallet,Paid
ORD018741,UPI,Paid
ORD018742,Credit Card,Refunded
ORD018743,Debit Card,Paid
ORD018744,Net Banking,Paid
ORD018745,UPI,Paid
ORD018746,Debit Card,Failed
ORD018747,Credit Card,Paid
ORD018748,UPI,Refunded
ORD018749,UPI,Paid
ORD018750,Net Banking,Paid
ORD018751,UPI,Paid
ORD018752,UPI,Refunded
ORD018753,UPI,Paid
ORD018754,Credit Card,Paid
ORD018755,UPI,Paid
ORD018756,UPI,Refunded
ORD018757,UPI,Paid
ORD018758,UPI,Paid
ORD018759,Wallet,Paid
ORD018760,Cash on Delivery,Paid
ORD018761,Credit Card,Paid
ORD018762,Net Banking,Paid
ORD018763,Net Banking,Paid
ORD018764,UPI,Paid
ORD018765,Debit Card,Refunded
ORD018766,UPI,Paid
ORD018767,Net Banking,Paid
ORD018768,Cash on Delivery,Paid
ORD018769,Cash on Delivery,Paid
ORD018770,UPI,Paid
ORD018771,Debit Card,Paid
ORD018772,Cash on Delivery,Paid
ORD018773,UPI,Paid
ORD018774,Wallet,Paid
ORD018775,Net Banking,Paid
ORD018776,UPI,Paid
ORD018777,UPI,Paid
ORD018778,UPI,Paid
ORD018779,Cash on Delivery,Refunded
ORD018780,Wallet,Paid
ORD018781,UPI,Paid
ORD018782,Wallet,Paid
ORD018783,Credit Card,Paid
ORD018784,Wallet,Paid
ORD018785,UPI,Paid
ORD018786,UPI,Paid
ORD018787,Wallet,Paid
ORD018788,UPI,Paid
ORD018789,Net Banking,Paid
ORD018790,Wallet,Paid
ORD018791,UPI,Paid
ORD018792,UPI,Paid
ORD018793,Credit Card,Paid
ORD018794,Credit Card,Refunded
ORD018795,Net Banking,Paid
ORD018796,Credit Card,Paid
ORD018797,UPI,Paid
ORD018798,Credit Card,Refunded
ORD018799,UPI,Paid
ORD018800,UPI,Refunded
ORD018801,Debit Card,Paid
ORD018802,UPI,Paid
ORD018803,UPI,Paid
ORD018804,UPI,Paid
ORD018805,UPI,Paid
ORD018806,UPI,Paid
ORD018807,Cash on Delivery,Paid
ORD018808,Credit Card,Paid
ORD018809,UPI,Paid
ORD018810,Credit Card,Paid
ORD018811,Wallet,Paid
ORD018812,UPI,Failed
ORD018813,UPI,Refunded
ORD018814,Debit Card,Failed
ORD018815,Credit Card,Refunded
ORD018816,Credit Card,Paid
ORD018817,Wallet,Paid
ORD018818,UPI,Paid
ORD018819,UPI,Paid
ORD018820,UPI,Refunded
ORD018821,UPI,Paid
ORD018822,Credit Card,Paid
ORD018823,UPI,Paid
ORD018824,Net Banking,Paid
ORD018825,UPI,Refunded
ORD018826,Wallet,Paid
ORD018827,UPI,Paid
ORD018828,Cash on Delivery,Paid
ORD018829,Credit Card,Refunded
ORD018830,Debit Card,Paid
ORD018831,Cash on Delivery,Paid
ORD018832,UPI,Paid
ORD018833,Cash on Delivery,Paid
ORD018834,UPI,Failed
ORD018835,Net Banking,Paid
ORD018836,Credit Card,Paid
ORD018837,UPI,Paid
ORD018838,UPI,Refunded
ORD018839,Cash on Delivery,Paid
ORD018840,Debit Card,Paid
ORD018841,Cash on Delivery,Paid
ORD018842,UPI,Paid
ORD018843,Net Banking,Refunded
ORD018844,Credit Card,Paid
ORD018845,UPI,Refunded
ORD018846,Wallet,Paid
ORD018847,Cash on Delivery,Failed
ORD018848,Debit Card,Paid
ORD018849,Wallet,Paid
ORD018850,Credit Card,Paid
ORD018851,UPI,Paid
ORD018852,UPI,Paid
ORD018853,UPI,Paid
ORD018854,UPI,Paid
ORD018855,Credit Card,Paid
ORD018856,Cash on Delivery,Paid
ORD018857,Net Banking,Paid
ORD018858,Credit Card,Paid
ORD018859,Credit Card,Refunded
ORD018860,Net Banking,Refunded
ORD018861,Credit Card,Paid
ORD018862,Debit Card,Failed
ORD018863,Debit Card,Failed
ORD018864,UPI,Paid
ORD018865,Net Banking,Failed
ORD018866,Debit Card,Paid
ORD018867,UPI,Paid
ORD018868,Wallet,Paid
ORD018869,Cash on Delivery,Paid
ORD018870,Cash on Delivery,Failed
ORD018871,UPI,Paid
ORD018872,UPI,Paid
ORD018873,Cash on Delivery,Paid
ORD018874,UPI,Paid
ORD018875,UPI,Paid
ORD018876,Net Banking,Refunded
ORD018877,UPI,Paid
ORD018878,Credit Card,Paid
ORD018879,Debit Card,Refunded
ORD018880,Cash on Delivery,Paid
ORD018881,Cash on Delivery,Paid
ORD018882,Credit Card,Paid
ORD018883,Debit Card,Paid
ORD018884,Credit Card,Paid
ORD018885,Cash on Delivery,Paid
ORD018886,Net Banking,Paid
ORD018887,Debit Card,Failed
ORD018888,Cash on Delivery,Paid
ORD018889,UPI,Paid
ORD018890,Credit Card,Paid
ORD018891,UPI,Paid
ORD018892,UPI,Failed
ORD018893,UPI,Paid
ORD018894,Credit Card,Paid
ORD018895,UPI,Paid
ORD018896,Credit Card,Paid
ORD018897,Wallet,Paid
ORD018898,Credit Card,Paid
ORD018899,Cash on Delivery,Paid
ORD018900,UPI,Refunded
ORD018901,Debit Card,Paid
ORD018902,UPI,Paid
ORD018903,Cash on Delivery,Paid
ORD018904,Debit Card,Refunded
ORD018905,Net Banking,Paid
ORD018906,Debit Card,Paid
ORD018907,UPI,Failed
ORD018908,Credit Card,Paid
ORD018909,Net Banking,Paid
ORD018910,Debit Card,Paid
ORD018911,Debit Card,Paid
ORD018912,Credit Card,Paid
ORD018913,UPI,Paid
ORD018914,Debit Card,Paid
ORD018915,UPI,Paid
ORD018916,UPI,Paid
ORD018917,Cash on Delivery,Paid
ORD018918,UPI,Paid
ORD018919,UPI,Refunded
ORD018920,UPI,Paid
ORD018921,UPI,Paid
ORD018922,Debit Card,Paid
ORD018923,Credit Card,Paid
ORD018924,UPI,Paid
ORD018925,Cash on Delivery,Paid
ORD018926,Debit Card,Paid
ORD018927,Cash on Delivery,Paid
ORD018928,Credit Card,Refunded
ORD018929,Debit Card,Paid
ORD018930,Net Banking,Paid
ORD018931,Debit Card,Refunded
ORD018932,Cash on Delivery,Paid
ORD018933,Debit Card,Paid
ORD018934,Cash on Delivery,Paid
ORD018935,Credit Card,Paid
ORD018936,Debit Card,Failed
ORD018937,Cash on Delivery,Refunded
ORD018938,Credit Card,Paid
ORD018939,UPI,Paid
ORD018940,UPI,Refunded
ORD018941,Net Banking,Paid
ORD018942,Cash on Delivery,Paid
ORD018943,UPI,Refunded
ORD018944,UPI,Paid
ORD018945,Wallet,Paid
ORD018946,Debit Card,Refunded
ORD018947,Debit Card,Paid
ORD018948,UPI,Paid
ORD018949,Credit Card,Paid
ORD018950,Cash on Delivery,Paid
ORD018951,UPI,Paid
ORD018952,UPI,Paid
ORD018953,Cash on Delivery,Paid
ORD018954,Cash on Delivery,Paid
ORD018955,UPI,Failed
ORD018956,Debit Card,Paid
ORD018957,Credit Card,Paid
ORD018958,UPI,Refunded
ORD018959,Debit Card,Paid
ORD018960,UPI,Paid
ORD018961,Debit Card,Paid
ORD018962,UPI,Paid
ORD018963,UPI,Paid
ORD018964,Credit Card,Refunded
ORD018965,Debit Card,Paid
ORD018966,Cash on Delivery,Paid
ORD018967,UPI,Failed
ORD018968,Credit Card,Paid
ORD018969,Cash on Delivery,Paid
ORD018970,Credit Card,Paid
ORD018971,UPI,Failed
ORD018972,UPI,Paid
ORD018973,UPI,Paid
ORD018974,UPI,Paid
ORD018975,Credit Card,Paid
ORD018976,UPI,Paid
ORD018977,Debit Card,Paid
ORD018978,Debit Card,Paid
ORD018979,UPI,Refunded
ORD018980,Debit Card,Paid
ORD018981,UPI,Failed
ORD018982,Cash on Delivery,Paid
ORD018983,UPI,Paid
ORD018984,UPI,Failed
ORD018985,Credit Card,Paid
ORD018986,Credit Card,Paid
ORD018987,Credit Card,Paid
ORD018988,UPI,Failed
ORD018989,Cash on Delivery,Paid
ORD018990,Debit Card,Paid
ORD018991,UPI,Paid
ORD018992,UPI,Failed
ORD018993,UPI,Paid
ORD018994,Cash on Delivery,Paid
ORD018995,Credit Card,Paid
ORD018996,Net Banking,Paid
ORD018997,Cash on Delivery,Paid
ORD018998,UPI,Paid
ORD018999,Cash on Delivery,Paid
ORD019000,UPI,Paid
ORD019001,Cash on Delivery,Failed
ORD019002,Debit Card,Paid
ORD019003,UPI,Paid
ORD019004,UPI,Paid
ORD019005,Debit Card,Paid
ORD019006,Cash on Delivery,Paid
ORD019007,UPI,Paid
ORD019008,Credit Card,Paid
