order_id,return_date,return_reason,refund_amount
ORD015745,2026-01-11,Quality Issue,15171.13
ORD015749,2025-12-10,Size/Fit Issue,20301.34
ORD015751,2024-10-24,Changed Mind,9832.78
ORD015766,2024-11-08,Wrong Product,1361.68
ORD015789,2024-01-30,Damaged Product,30790.56
ORD015793,2024-10-09,Wrong Product,1743.87
ORD015816,2025-04-11,Late Delivery,38036.18
ORD015857,2025-03-26,Size/Fit Issue,1841.54
ORD015860,2025-08-26,Damaged Product,69550.05
ORD015906,2025-05-09,Late Delivery,3888.06
ORD015920,2025-07-06,Damaged Product,45699.51
ORD015931,2025-11-14,Wrong Product,5272.17
ORD015933,2025-06-18,Damaged Product,11392.31
ORD015943,2024-08-22,Damaged Product,1513.8
ORD015949,2025-07-16,Damaged Product,3693.5
ORD015957,2025-10-04,Wrong Product,4137.63
ORD015959,2025-01-10,Changed Mind,5850.94
ORD015963,2025-06-21,Damaged Product,29600.73
ORD015978,2025-06-22,Changed Mind,5740.72
ORD015983,2025-05-31,Quality Issue,5429.77
ORD015988,2025-04-12,Changed Mind,3714.97
ORD016000,2024-10-05,Quality Issue,1473.58
ORD016022,2024-12-31,Quality Issue,22186.63
ORD016036,2025-08-18,Size/Fit Issue,34965.05
ORD016040,2025-05-16,Wrong Product,17341.22
ORD016064,2025-06-20,Damaged Product,6244.72
ORD016079,2025-10-24,Wrong Product,8001.87
ORD016091,2025-12-24,Size/Fit Issue,2746.63
ORD016117,2025-05-30,Damaged Product,41758.81
ORD016136,2025-08-23,Changed Mind,1353.43
ORD016137,2025-12-10,Wrong Product,6357.61
ORD016138,2025-12-03,Late Delivery,67542.83
ORD016150,2025-03-12,Quality Issue,53056.88
ORD016153,2024-04-08,Damaged Product,14500.04
ORD016193,2025-12-30,Changed Mind,6283.63
ORD016198,2025-08-05,Wrong Product,964.1
ORD016208,2025-03-02,Size/Fit Issue,4202.18
ORD016229,2025-03-22,Quality Issue,5591.92
ORD016234,2025-03-28,Wrong Product,4968.73
ORD016249,2025-11-08,Quality Issue,3003.34
ORD016271,2025-11-19,Damaged Product,3415.32
ORD016275,2025-08-26,Size/Fit Issue,3053.65
ORD016278,2025-12-16,Size/Fit Issue,39690.65
ORD016283,2024-10-14,Quality Issue,3480.07
ORD016284,2025-09-14,Changed Mind,81432.17
ORD016306,2025-11-28,Wrong Product,982.87
ORD016335,2025-12-14,Wrong Product,38511.0
ORD016336,2025-10-19,Wrong Product,6744.23
ORD016373,2025-03-11,Size/Fit Issue,7345.51
ORD016377,2025-10-22,Damaged Product,57352.35
ORD016399,2024-12-04,Size/Fit Issue,179.9
ORD016403,2025-08-01,Changed Mind,8576.18
ORD016421,2025-06-26,Size/Fit Issue,551.02
ORD016422,2025-10-28,Late Delivery,33016.08
ORD016425,2025-07-09,Late Delivery,33909.32
ORD016434,2024-01-29,Damaged Product,482.74
ORD016443,2025-08-22,Quality Issue,5858.88
ORD016460,2025-10-28,Quality Issue,215.3
ORD016479,2024-11-17,Quality Issue,6699.2
ORD016480,2025-11-08,Changed Mind,3498.38
ORD016491,2025-01-03,Late Delivery,43714.23
ORD016493,2025-06-25,Size/Fit Issue,7277.94
ORD016495,2025-11-23,Damaged Product,2940.79
ORD016507,2024-07-28,Late Delivery,6163.12
ORD016511,2025-07-21,Wrong Product,5115.78
ORD016522,2024-12-07,Wrong Product,7497.56
ORD016523,2025-12-14,Size/Fit Issue,21474.91
ORD016525,2025-07-06,Damaged Product,1861.19
ORD016529,2024-11-26,Damaged Product,47306.21
ORD016531,2025-09-04,Changed Mind,1596.24
ORD016534,2025-01-25,Quality Issue,96999.48
ORD016593,2024-11-09,Damaged Product,17544.36
ORD016594,2024-07-24,Late Delivery,46603.28
ORD016627,2024-10-24,Quality Issue,3992.98
ORD016659,2025-10-26,Damaged Product,32302.68
ORD016673,2025-08-22,Damaged Product,6159.01
ORD016683,2024-11-18,Late Delivery,1224.61
ORD016686,2024-04-22,Wrong Product,3233.2
ORD016701,2024-08-29,Quality Issue,5154.13
ORD016704,2025-10-23,Changed Mind,2791.23
ORD016710,2025-12-08,Wrong Product,12328.93
ORD016713,2025-08-08,Damaged Product,3105.28
ORD016739,2025-06-27,Size/Fit Issue,9153.99
ORD016772,2025-10-02,Changed Mind,14804.36
ORD016777,2025-01-30,Late Delivery,25389.0
ORD016800,2025-09-03,Quality Issue,5612.73
ORD016815,2025-10-14,Damaged Product,585.55
ORD016817,2025-04-22,Changed Mind,8375.97
ORD016820,2025-12-12,Quality Issue,803.93
ORD016824,2024-03-08,Changed Mind,9584.75
ORD016844,2024-03-24,Late Delivery,4682.54
ORD016849,2025-05-17,Wrong Product,4952.78
ORD016858,2025-04-15,Damaged Product,600.02
ORD016864,2025-09-15,Quality Issue,11608.51
ORD016869,2024-10-01,Damaged Product,58261.37
ORD016875,2025-02-25,Damaged Product,8001.07
ORD016922,2025-07-04,Wrong Product,19014.9
ORD016928,2025-09-03,Wrong Product,32828.26
ORD016931,2025-12-19,Size/Fit Issue,1051.06
ORD016933,2025-01-28,Damaged Product,3156.33
ORD016945,2025-03-29,Quality Issue,394.63
ORD016959,2025-11-02,Damaged Product,25255.4
ORD016960,2025-11-15,Late Delivery,2053.32
ORD016963,2025-12-16,Wrong Product,17333.81
ORD017023,2025-09-11,Wrong Product,17529.83
ORD017036,2025-02-20,Size/Fit Issue,3634.87
ORD017043,2025-01-09,Changed Mind,1853.83
ORD017055,2025-07-25,Quality Issue,733.38
ORD017060,2025-10-07,Quality Issue,34993.35
ORD017068,2025-05-09,Damaged Product,22701.35
ORD017086,2024-12-17,Changed Mind,8244.5
ORD017095,2025-05-04,Damaged Product,5890.66
ORD017126,2024-10-22,Changed Mind,3699.49
ORD017129,2025-09-24,Size/Fit Issue,71219.45
ORD017133,2025-08-09,Quality Issue,354.58
ORD017147,2025-08-09,Changed Mind,4002.16
ORD017150,2024-12-01,Size/Fit Issue,8285.87
ORD017164,2025-02-13,Wrong Product,4542.13
ORD017174,2025-06-05,Late Delivery,1662.24
ORD017183,2025-12-12,Changed Mind,67157.4
ORD017190,2025-10-25,Size/Fit Issue,1570.05
ORD017243,2026-01-11,Quality Issue,23844.3
ORD017245,2024-10-10,Damaged Product,4403.69
ORD017252,2025-01-03,Size/Fit Issue,56693.33
ORD017263,2025-03-25,Size/Fit Issue,103921.45
ORD017269,2025-09-07,Size/Fit Issue,2160.94
ORD017282,2024-07-12,Size/Fit Issue,1103.31
ORD017284,2025-04-03,Quality Issue,2074.86
ORD017286,2025-09-07,Size/Fit Issue,8742.21
ORD017321,2025-12-20,Size/Fit Issue,1245.18
ORD017342,2024-12-10,Quality Issue,12993.31
ORD017352,2025-01-18,Late Delivery,1940.52
ORD017359,2025-11-03,Size/Fit Issue,18292.83
ORD017369,2025-02-10,Quality Issue,24359.66
ORD017396,2025-10-28,Size/Fit Issue,4588.78
ORD017398,2025-11-10,Quality Issue,2561.48
ORD017411,2024-09-02,Late Delivery,22266.08
ORD017413,2025-05-14,Wrong Product,6718.3
ORD017423,2025-10-27,Damaged Product,15333.89
ORD017452,2025-12-21,Size/Fit Issue,3219.27
ORD017481,2025-02-19,Damaged Product,3028.26
ORD017495,2025-08-20,Late Delivery,7537.16
ORD017496,2025-05-10,Wrong Product,2550.38
ORD017499,2025-12-13,Wrong Product,4579.75
ORD017507,2025-06-24,Quality Issue,31386.65
ORD017532,2025-02-04,Quality Issue,55441.44
ORD017570,2025-12-10,Quality Issue,156.1
ORD017577,2025-10-23,Damaged Product,10236.76
ORD017590,2025-10-18,Damaged Product,14413.59
ORD017598,2026-01-04,Quality Issue,1132.97
ORD017634,2025-07-13,Size/Fit Issue,1454.27
ORD017641,2025-11-27,Size/Fit Issue,8529.03
ORD017646,2025-06-25,Damaged Product,28428.92
ORD017706,2025-06-25,Quality Issue,9797.84
ORD017709,2025-11-06,Damaged Product,10491.9
ORD017712,2025-11-16,Quality Issue,98398.64
ORD017713,2025-12-31,Damaged Product,21052.12
ORD017718,2024-07-25,Size/Fit Issue,12779.28
ORD017752,2025-12-10,Damaged Product,953.9
ORD017796,2025-12-06,Quality Issue,90066.18
ORD017820,2025-12-17,Wrong Product,26776.88
ORD017837,2025-07-16,Changed Mind,588.97
ORD017849,2025-01-07,Quality Issue,1850.62
ORD017868,2025-04-28,Wrong Product,84773.35
ORD017980,2024-12-08,Wrong Product,7748.82
ORD017993,2025-11-23,Damaged Product,45449.06
ORD017998,2024-06-06,Size/Fit Issue,21435.22
ORD018010,2025-09-27,Changed Mind,5014.45
ORD018013,2025-10-09,Damaged Product,29676.48
ORD018024,2024-07-06,Changed Mind,11196.39
ORD018026,2024-10-26,Wrong Product,31757.2
ORD018028,2024-09-15,Size/Fit Issue,18988.08
ORD018034,2025-10-21,Changed Mind,2513.03
ORD018061,2025-08-26,Changed Mind,37667.4
ORD018063,2024-05-30,Late Delivery,405.6
ORD018071,2025-09-24,Changed Mind,17709.24
ORD018119,2025-11-17,Quality Issue,50705.79
ORD018139,2025-06-15,Quality Issue,1062.64
ORD018175,2025-10-26,Wrong Product,20467.51
ORD018180,2024-01-21,Size/Fit Issue,6006.16
ORD018225,2025-06-24,Size/Fit Issue,4610.66
ORD018226,2025-10-11,Wrong Product,643.73
ORD018232,2025-01-12,Changed Mind,6145.93
ORD018234,2026-01-08,Damaged Product,12277.86
ORD018237,2024-07-31,Changed Mind,6616.13
ORD018241,2026-01-12,Damaged Product,2448.65
ORD018245,2025-12-17,Damaged Product,981.33
ORD018255,2026-01-01,Quality Issue,1772.9
ORD018259,2025-11-15,Quality Issue,6320.39
ORD018296,2025-11-12,Changed Mind,2824.67
ORD018310,2025-10-11,Damaged Product,8475.34
ORD018313,2025-08-22,Late Delivery,26183.1
ORD018321,2025-10-27,Damaged Product,19289.6
ORD018332,2024-10-10,Damaged Product,3991.67
ORD018352,2024-11-15,Size/Fit Issue,245169.14
ORD018365,2024-10-20,Changed Mind,4617.94
ORD018367,2024-08-21,Size/Fit Issue,3631.8
ORD018417,2025-12-01,Changed Mind,154501.41
ORD018418,2025-04-21,Size/Fit Issue,4229.42
ORD018474,2024-02-08,Damaged Product,295.73
ORD018517,2024-05-08,Changed Mind,4297.79
ORD018522,2025-08-23,Quality Issue,68127.62
ORD018532,2025-06-04,Damaged Product,12444.78
ORD018581,2024-12-24,Size/Fit Issue,533.83
ORD018593,2025-01-15,Damaged Product,2723.75
ORD018596,2024-08-13,Size/Fit Issue,3100.6
ORD018608,2025-04-15,Wrong Product,11577.26
ORD018614,2025-12-10,Changed Mind,10197.9
ORD018623,2025-05-30,Late Delivery,4261.32
ORD018632,2025-06-21,Late Delivery,600.52
ORD018635,2024-07-02,Size/Fit Issue,482.0
ORD018652,2025-11-10,Late Delivery,4082.25
ORD018656,2025-05-17,Size/Fit Issue,9977.28
ORD018675,2025-12-03,Quality Issue,337.56
ORD018711,2025-08-15,Damaged Product,1553.41
ORD018712,2025-10-06,Damaged Product,4541.69
ORD018720,2025-11-06,Changed Mind,1620.32
ORD018728,2024-07-19,Changed Mind,11442.0
ORD018742,2025-04-25,Size/Fit Issue,239.02
ORD018745,2025-05-04,Size/Fit Issue,1323.9
ORD018765,2025-11-22,Wrong Product,1761.65
ORD018779,2025-12-15,Size/Fit Issue,4365.81
ORD018794,2025-09-14,Damaged Product,34065.7
ORD018798,2025-04-06,Damaged Product,7053.33
ORD018814,2025-07-25,Changed Mind,1243.2
ORD018820,2024-12-02,Changed Mind,8753.65
ORD018825,2026-01-01,Damaged Product,9877.48
ORD018829,2025-01-31,Damaged Product,9488.44
ORD018845,2025-10-23,Wrong Product,9851.51
ORD018879,2024-09-01,Wrong Product,99198.03
ORD018900,2024-11-21,Late Delivery,4211.15
ORD018907,2024-02-19,Changed Mind,30992.13
ORD018919,2025-10-17,Size/Fit Issue,1780.24
ORD018931,2025-12-14,Damaged Product,301.84
ORD018936,2024-05-25,Damaged Product,5993.51
ORD018937,2024-07-01,Damaged Product,18652.84
ORD018946,2024-07-09,Changed Mind,49715.56
ORD018964,2024-10-02,Changed Mind,30041.18
ORD018979,2025-06-08,Quality Issue,1315.64
ORD018981,2025-04-13,Size/Fit Issue,852.73
ORD018992,2025-10-26,Damaged Product,1017.1
ORD019022,2025-02-06,Changed Mind,37125.58
ORD019035,2024-06-02,Wrong Product,9368.47
ORD019057,2025-04-27,Late Delivery,27241.51
ORD019076,2024-05-03,Quality Issue,1869.77
ORD019097,2025-01-25,Late Delivery,4692.05
ORD019105,2025-06-13,Changed Mind,609.08
ORD019108,2024-10-26,Damaged Product,14252.47
ORD019110,2025-11-29,Changed Mind,2739.87
ORD019111,2025-12-15,Changed Mind,10229.81
ORD019119,2025-11-06,Late Delivery,1927.48
ORD019144,2025-10-22,Damaged Product,16934.8
ORD019162,2024-10-11,Late Delivery,2384.34
ORD019201,2025-02-20,Size/Fit Issue,6776.04
ORD019217,2025-07-25,Damaged Product,198794.73
ORD019235,2025-10-04,Damaged Product,1833.17
ORD019238,2025-10-18,Quality Issue,5351.86
ORD019242,2025-11-18,Damaged Product,5339.59
ORD019257,2025-07-21,Quality Issue,282.27
ORD019261,2026-01-09,Damaged Product,8624.63
ORD019270,2024-11-17,Late Delivery,3944.23
ORD019278,2025-11-10,Late Delivery,10356.72
ORD019291,2025-02-13,Damaged Product,10954.75
ORD019293,2024-01-26,Changed Mind,36255.19
ORD019305,2024-10-21,Damaged Product,112809.15
ORD019313,2024-06-24,Quality Issue,5286.47
ORD019356,2025-05-03,Quality Issue,6008.85
ORD019373,2025-09-12,Changed Mind,13977.74
ORD019378,2024-09-15,Quality Issue,9075.13
ORD019395,2025-12-22,Size/Fit Issue,3957.95
ORD019400,2025-08-28,Quality Issue,20083.97
ORD019404,2025-06-01,Late Delivery,1103.79
ORD019410,2024-05-23,Damaged Product,2809.77
ORD019411,2024-10-04,Damaged Product,1198.04
ORD019419,2025-07-15,Damaged Product,44193.44
ORD019437,2025-04-14,Damaged Product,42817.27
ORD019448,2024-09-27,Size/Fit Issue,9287.67
ORD019450,2025-12-31,Changed Mind,3331.57
ORD019457,2025-12-26,Changed Mind,1233.12
ORD019465,2025-08-08,Quality Issue,1930.7
ORD019472,2024-11-18,Changed Mind,6236.59
ORD019484,2024-04-22,Quality Issue,3376.69
ORD019494,2026-01-05,Quality Issue,9852.35
ORD019498,2025-06-27,Size/Fit Issue,2960.44
ORD019499,2025-02-21,Changed Mind,7870.07
ORD019520,2025-11-02,Wrong Product,46080.62
ORD019523,2025-08-31,Changed Mind,20841.73
ORD019532,2025-08-05,Wrong Product,5559.49
ORD019569,2024-10-31,Size/Fit Issue,7085.66
ORD019572,2025-08-02,Changed Mind,7538.95
ORD019584,2025-05-15,Late Delivery,4834.96
ORD019601,2025-01-09,Wrong Product,14080.47
ORD019622,2025-12-16,Size/Fit Issue,6823.74
ORD019635,2025-11-12,Wrong Product,11408.07
ORD019642,2024-12-06,Damaged Product,377.0
ORD019678,2024-01-18,Size/Fit Issue,28736.74
ORD019687,2025-03-20,Changed Mind,618.26
ORD019691,2025-12-17,Wrong Product,6015.77
ORD019697,2025-12-10,Quality Issue,9316.34
ORD019704,2024-10-10,Damaged Product,4531.32
ORD019707,2025-05-14,Changed Mind,2457.49
ORD019739,2026-01-04,Damaged Product,3433.33
ORD019752,2025-09-06,Late Delivery,8430.19
ORD019771,2025-08-04,Late Delivery,5312.09
ORD019772,2026-01-07,Wrong Product,202781.5
ORD019785,2024-03-13,Size/Fit Issue,995.02
ORD019799,2025-06-27,Size/Fit Issue,5145.65
ORD019800,2025-11-08,Wrong Product,14209.71
ORD019812,2025-12-31,Late Delivery,386.18
ORD019815,2025-11-08,Wrong Product,4872.32
ORD019827,2025-12-29,Size/Fit Issue,2196.99
ORD019876,2025-11-16,Changed Mind,1353.05
ORD019877,2024-12-23,Changed Mind,4045.34
ORD019886,2025-12-27,Quality Issue,3197.99
ORD019890,2025-08-18,Damaged Product,556.99
ORD019902,2025-07-15,Quality Issue,11688.15
ORD019907,2025-12-25,Damaged Product,2020.7
ORD019930,2025-12-14,Size/Fit Issue,3266.64
ORD019931,2025-10-13,Damaged Product,2173.51
ORD019952,2025-05-26,Damaged Product,642.75
ORD019982,2025-11-05,Wrong Product,3554.98
ORD019993,2025-07-09,Late Delivery,27413.24
ORD019999,2025-12-09,Damaged Product,1033.22
ORD020010,2025-11-23,Changed Mind,4927.1
ORD020014,2026-01-12,Changed Mind,7205.17
ORD020017,2025-08-07,Quality Issue,11243.39
ORD020049,2024-11-02,Damaged Product,3258.77
ORD020059,2024-10-05,Quality Issue,3539.14
ORD020063,2025-12-17,Size/Fit Issue,25898.51
ORD020072,2025-02-03,Damaged Product,12346.63
ORD020073,2025-11-18,Quality Issue,21393.54
ORD020077,2025-12-25,Changed Mind,3144.22
ORD020079,2025-08-26,Damaged Product,44528.13
ORD020115,2024-10-04,Damaged Product,33696.36
ORD020128,2024-12-09,Quality Issue,1613.9
ORD020143,2024-05-18,Changed Mind,13633.34
ORD020146,2025-11-05,Changed Mind,1744.55
ORD020168,2025-11-10,Wrong Product,1356.67
ORD020174,2025-12-28,Changed Mind,4232.18
ORD020179,2025-06-26,Wrong Product,10297.6
ORD020198,2025-09-20,Changed Mind,19789.06
ORD020209,2025-10-31,Wrong Product,3875.78
ORD020234,2025-11-28,Damaged Product,382.06
ORD020254,2025-05-12,Size/Fit Issue,478.28
ORD020265,2025-10-17,Damaged Product,38220.81
ORD020271,2024-10-08,Wrong Product,3123.62
ORD020303,2024-10-18,Late Delivery,11608.96
ORD020341,2025-08-16,Wrong Product,6778.57
ORD020350,2024-10-21,Changed Mind,3116.52
ORD020358,2026-01-08,Damaged Product,8549.58
ORD020362,2025-12-27,Quality Issue,4684.08
ORD020367,2025-04-26,Quality Issue,8433.6
ORD020378,2024-11-17,Size/Fit Issue,23990.6
ORD020383,2025-03-25,Damaged Product,29184.8
ORD020396,2025-08-18,Wrong Product,12126.27
ORD020401,2024-06-04,Damaged Product,16674.11
ORD020419,2025-10-17,Wrong Product,1233.12
ORD020422,2025-10-29,Damaged Product,36814.46
ORD020429,2025-08-20,Changed Mind,7122.84
ORD020444,2025-10-28,Wrong Product,5209.47
ORD020469,2025-09-10,Changed Mind,8679.96
ORD020510,2025-12-29,Size/Fit Issue,26357.89
ORD020570,2025-03-23,Changed Mind,114158.03
ORD020573,2025-09-19,Size/Fit Issue,5498.07
ORD020591,2025-09-12,Quality Issue,153.05
ORD020604,2025-11-16,Quality Issue,2868.42
ORD020615,2024-10-12,Wrong Product,3143.62
ORD020627,2025-11-13,Quality Issue,2117.96
ORD020651,2024-10-31,Size/Fit Issue,14630.66
ORD020667,2025-11-04,Quality Issue,783.29
ORD020669,2025-07-11,Wrong Product,48684.61
ORD020690,2025-05-29,Damaged Product,15443.74
ORD020694,2025-11-08,Changed Mind,35521.41
ORD020699,2025-08-25,Damaged Product,4241.37
ORD020700,2025-12-09,Wrong Product,517.85
ORD020703,2024-08-22,Size/Fit Issue,4199.77
ORD020717,2025-05-21,Size/Fit Issue,564.82
ORD020841,2025-05-28,Quality Issue,1592.22
ORD020895,2025-04-26,Size/Fit Issue,112003.38
ORD020899,2025-10-18,Damaged Product,10609.77
ORD020901,2024-02-01,Size/Fit Issue,14785.64
ORD020907,2025-11-25,Damaged Product,7412.29
ORD020922,2025-12-14,Late Delivery,10715.97
ORD020925,2024-06-28,Wrong Product,34109.69
ORD020935,2025-12-09,Changed Mind,3245.56
ORD020945,2025-01-23,Size/Fit Issue,7072.8
ORD020955,2025-05-26,Damaged Product,9483.61
ORD020974,2024-11-21,Changed Mind,7206.46
ORD020982,2024-11-07,Damaged Product,798.9
ORD020995,2024-09-23,Wrong Product,1741.82
ORD020999,2025-11-01,Size/Fit Issue,66790.68
ORD021020,2025-03-08,Damaged Product,280.21
ORD021047,2025-07-27,Damaged Product,4958.44
ORD021048,2025-03-21,Quality Issue,2031.91
ORD021069,2024-09-16,Damaged Product,708.72
ORD021078,2024-08-28,Damaged Product,23741.11
ORD021079,2025-03-02,Late Delivery,5242.17
ORD021091,2025-01-07,Size/Fit Issue,2697.93
ORD021093,2025-10-28,Size/Fit Issue,18457.68
ORD021094,2025-08-23,Size/Fit Issue,921.86
ORD021095,2024-06-25,Quality Issue,7527.08
ORD021108,2024-06-13,Size/Fit Issue,5308.18
ORD021112,2025-01-30,Changed Mind,18356.99
ORD021120,2024-11-27,Damaged Product,24251.92
ORD021146,2025-04-19,Quality Issue,393.61
ORD021149,2025-09-01,Size/Fit Issue,16482.47
ORD021165,2025-03-28,Changed Mind,829.31
ORD021196,2026-01-12,Quality Issue,3976.43
ORD021247,2024-05-14,Wrong Product,538.28
ORD021259,2025-06-15,Damaged Product,14474.11
ORD021272,2024-05-24,Wrong Product,1103.47
ORD021275,2025-12-09,Late Delivery,13244.66
ORD021293,2024-01-13,Wrong Product,2832.45
ORD021302,2024-07-02,Size/Fit Issue,9983.03
ORD021317,2025-11-09,Changed Mind,4046.57
ORD021320,2024-12-21,Late Delivery,898.2
ORD021339,2024-07-03,Size/Fit Issue,9843.1
ORD021344,2025-06-16,Quality Issue,361.46
ORD021373,2025-05-12,Wrong Product,1513.27
ORD021392,2024-10-28,Damaged Product,653.68
ORD021439,2025-11-28,Wrong Product,72556.59
ORD021444,2025-09-07,Quality Issue,5195.25
ORD021446,2025-05-22,Changed Mind,3807.76
ORD021479,2025-08-06,Size/Fit Issue,84037.12
ORD021480,2025-02-25,Damaged Product,30678.01
ORD021497,2025-05-03,Quality Issue,10456.85
ORD021505,2024-10-14,Changed Mind,6136.24
ORD021552,2025-02-19,Size/Fit Issue,1853.21
ORD021555,2025-12-01,Quality Issue,3407.83
ORD021568,2025-08-03,Damaged Product,15012.07
ORD021571,2024-07-29,Quality Issue,59814.62
ORD021578,2025-05-03,Late Delivery,12720.14
ORD021605,2025-11-15,Size/Fit Issue,1785.57
ORD021622,2024-04-20,Damaged Product,45918.87
ORD021623,2025-12-03,Late Delivery,488.15
ORD021639,2024-02-23,Changed Mind,265.86
ORD021665,2024-09-11,Wrong Product,880.53
ORD021704,2025-05-24,Size/Fit Issue,8744.94
ORD021730,2025-06-03,Late Delivery,2228.95
ORD021734,2024-01-22,Quality Issue,10648.88
ORD021739,2024-11-01,Size/Fit Issue,8385.37
ORD021747,2024-02-01,Late Delivery,7755.13
ORD021766,2025-07-13,Quality Issue,17647.01
ORD021806,2025-05-29,Wrong Product,717.96
ORD021827,2024-05-30,Changed Mind,13053.28
ORD021834,2024-03-17,Damaged Product,1129.94
ORD021860,2025-09-23,Changed Mind,14509.96
ORD021870,2025-09-23,Changed Mind,2756.14
ORD021906,2025-08-28,Quality Issue,3694.92
ORD021914,2024-12-19,Late Delivery,27356.08
ORD021970,2025-12-05,Quality Issue,44406.41
ORD021977,2025-03-19,Damaged Product,13075.06
ORD022015,2024-07-12,Late Delivery,4469.73
ORD022020,2025-11-14,Changed Mind,5044.77
ORD022021,2025-03-27,Changed Mind,48512.68
ORD022036,2025-11-26,Damaged Product,19668.78
ORD022039,2025-06-07,Changed Mind,2635.02
ORD022056,2025-10-29,Late Delivery,6861.46
ORD022070,2024-04-13,Late Delivery,56696.82
ORD022075,2025-08-07,Quality Issue,3762.32
ORD022076,2025-08-05,Quality Issue,1509.6
ORD022077,2025-11-23,Changed Mind,3062.98
ORD022094,2025-11-14,Damaged Product,18954.41
ORD022100,2025-01-26,Wrong Product,155.69
ORD022104,2024-12-14,Wrong Product,800.43
ORD022105,2024-05-30,Size/Fit Issue,945.7
ORD022132,2024-11-10,Damaged Product,3980.63
ORD022150,2025-09-24,Quality Issue,743.28
ORD022155,2025-10-08,Damaged Product,309.65
ORD022173,2025-04-28,Quality Issue,1236.44
ORD022179,2025-11-28,Quality Issue,16292.03
ORD022190,2024-06-25,Wrong Product,20803.63
ORD022201,2025-01-20,Changed Mind,3224.47
ORD022204,2025-07-09,Wrong Product,1715.07
ORD022210,2025-02-20,Quality Issue,133.79
ORD022216,2025-09-22,Size/Fit Issue,685.39
ORD022225,2025-10-07,Damaged Product,8418.15
ORD022245,2024-12-10,Late Delivery,3134.14
ORD022246,2024-03-07,Quality Issue,53811.98
ORD022258,2024-06-14,Damaged Product,953.22
ORD022261,2025-07-25,Size/Fit Issue,298.55
ORD022272,2025-10-03,Changed Mind,602.35
ORD022274,2025-10-22,Damaged Product,11911.37
ORD022282,2024-07-21,Size/Fit Issue,63100.81
ORD022293,2025-11-30,Size/Fit Issue,9400.71
ORD022294,2025-11-06,Late Delivery,21062.52
ORD022299,2025-11-15,Late Delivery,19141.75
ORD022300,2025-08-02,Wrong Product,11678.77
ORD022314,2025-07-11,Quality Issue,390.19
ORD022322,2024-05-06,Changed Mind,51444.9
ORD022323,2024-02-03,Quality Issue,3015.1
ORD022326,2025-12-21,Size/Fit Issue,2236.62
ORD022355,2025-12-24,Quality Issue,12432.01
ORD022361,2025-07-30,Size/Fit Issue,14714.3
ORD022363,2024-09-03,Quality Issue,5004.1
ORD022364,2025-11-07,Changed Mind,4463.23
ORD022388,2025-01-12,Wrong Product,219.64
ORD022399,2024-05-29,Quality Issue,4522.78
ORD022406,2025-12-21,Late Delivery,12866.27
ORD022409,2025-04-11,Size/Fit Issue,2199.99
ORD022427,2025-09-20,Damaged Product,4825.79
ORD022429,2025-10-05,Changed Mind,2679.03
ORD022482,2025-07-26,Wrong Product,12353.24
ORD022493,2025-02-15,Damaged Product,517.81
ORD022501,2025-08-21,Changed Mind,173992.91
ORD022543,2025-11-28,Late Delivery,130508.49
ORD022556,2024-09-18,Quality Issue,1211.76
ORD022573,2026-01-03,Changed Mind,9517.99
ORD022575,2025-05-04,Size/Fit Issue,11675.4
ORD022592,2025-11-20,Changed Mind,14833.5
ORD022615,2024-01-24,Quality Issue,15499.45
ORD022627,2025-02-08,Wrong Product,50200.75
ORD022630,2024-07-27,Damaged Product,1284.87
ORD022656,2025-05-27,Late Delivery,22572.99
ORD022672,2025-01-20,Quality Issue,297.88
ORD022691,2025-08-21,Wrong Product,6079.54
ORD022693,2025-11-03,Damaged Product,984.74
ORD022706,2025-04-10,Quality Issue,4070.85
ORD022723,2025-11-05,Wrong Product,11795.82
ORD022724,2025-08-05,Wrong Product,1112.12
ORD022733,2025-12-26,Wrong Product,20736.69
ORD022737,2025-03-10,Size/Fit Issue,440.06
ORD022767,2024-02-01,Size/Fit Issue,6003.17
ORD022777,2025-10-25,Size/Fit Issue,9073.03
ORD022790,2025-12-26,Damaged Product,44652.46
ORD022808,2024-08-02,Wrong Product,6913.2
ORD022824,2025-12-07,Damaged Product,544.78
ORD022826,2024-12-26,Damaged Product,3828.98
ORD022839,2025-10-14,Damaged Product,7425.46
ORD022847,2024-02-08,Late Delivery,538.65
ORD022863,2024-09-04,Damaged Product,2135.96
ORD022868,2025-05-11,Size/Fit Issue,7445.54
ORD022878,2025-04-24,Wrong Product,1823.73
ORD022884,2025-06-27,Size/Fit Issue,1429.23
ORD022903,2024-12-10,Quality Issue,25962.81
ORD022909,2024-12-31,Size/Fit Issue,10343.61
ORD022917,2025-06-23,Size/Fit Issue,45902.36
ORD022922,2025-05-25,Late Delivery,14954.61
ORD022940,2024-07-21,Late Delivery,7106.39
ORD022947,2025-05-16,Quality Issue,3046.2
ORD022953,2024-04-27,Quality Issue,4114.01
ORD022954,2025-12-27,Quality Issue,77022.37
ORD023003,2025-11-13,Damaged Product,6242.04
ORD023015,2025-01-04,Late Delivery,7115.16
ORD023048,2025-10-25,Damaged Product,1601.51
ORD023073,2025-11-17,Damaged Product,18791.09
ORD023085,2026-01-01,Damaged Product,1477.57
ORD023092,2024-10-11,Size/Fit Issue,4217.83
ORD023100,2025-03-13,Quality Issue,28737.21
ORD023104,2025-03-12,Size/Fit Issue,4790.81
